(2, (139, 137, 122))
(8, (140, 136, 124))
(2, (140, 137, 122))
(1, (128, 125, 110))
(2, (136, 129, 119))
(1, (137, 128, 119))
(1, (140, 127, 111))
(1, (133, 117, 91))
(5, (132, 115, 87))
(1, (129, 112, 82))
(9, (129, 112, 84))
(3, (128, 113, 82))
(2, (126, 111, 80))
(3, (124, 109, 78))
(5, (124, 111, 79))
(2, (128, 117, 89))
(1, (136, 129, 103))
(5, (135, 128, 100))
(1, (134, 120, 91))
(3, (127, 118, 85))
(1, (126, 115, 85))
(3, (116, 103, 71))
(1, (116, 101, 68))
(6, (112, 93, 60))
(4, (110, 91, 58))
(12, (106, 87, 55))
(1, (103, 87, 53))
(5, (108, 94, 67))
(1, (112, 101, 81))
(1, (104, 98, 74))
(1, (102, 96, 74))
(3, (90, 86, 59))
(1, (99, 93, 67))
(2, (100, 96, 69))
(7, (100, 96, 71))
(1, (96, 96, 70))
(1, (96, 98, 74))
(1, (96, 96, 70))
(1, (98, 96, 71))
(2, (95, 97, 75))
(2, (98, 102, 79))
(1, (101, 103, 81))
(1, (99, 102, 81))
(3, (100, 112, 90))
(1, (107, 119, 97))
(1, (115, 127, 107))
(1, (115, 127, 107))
(11, (113, 128, 109))
(3, (113, 128, 107))
(2, (116, 128, 106))
(4, (119, 128, 107))
(2, (120, 129, 108))
(2, (119, 131, 111))
(1, (108, 127, 108))
(1, (110, 127, 109))
(1, (111, 125, 108))
(2, (114, 129, 110))
(2, (115, 128, 108))
(2, (113, 132, 113))
(4, (111, 129, 113))
(19, (108, 129, 114))
(6, (104, 127, 109))
(1, (107, 135, 123))
(4, (185, 191, 203))
(1, (186, 194, 207))
(1, (189, 197, 208))
(2, (69, 57, 33))
(1, (64, 48, 33))
(1, (49, 34, 31))
(1, (50, 35, 28))
(1, (43, 32, 26))
(2, (41, 32, 27))
(2, (40, 32, 29))
(1, (45, 34, 30))
(1, (82, 70, 48))
(1, (107, 86, 57))
(1, (99, 80, 50))
(1, (81, 68, 49))
(2, (69, 57, 45))
(1, (72, 54, 52))
(1, (71, 54, 44))
(1, (65, 52, 46))
(2, (66, 53, 44))
(1, (68, 55, 46))
(1, (81, 64, 57))
(3, (97, 80, 73))
(1, (100, 87, 78))
(1, (112, 96, 83))
(1, (122, 111, 89))
(1, (122, 117, 75))
(3, (128, 128, 76))
(2, (137, 133, 88))
(3, (142, 130, 106))
(3, (143, 130, 114))
(2, (126, 119, 101))
(3, (140, 127, 111))
(2, (133, 117, 104))
(1, (114, 96, 84))
(1, (100, 87, 68))
(1, (81, 64, 46))
(1, (67, 48, 41))
(1, (67, 48, 41))
(1, (63, 50, 42))
(2, (63, 48, 43))
(6, (64, 49, 42))
(2, (81, 64, 44))
(1, (92, 81, 49))
(1, (91, 81, 45))
(1, (116, 96, 59))
(1, (109, 86, 55))
(1, (91, 68, 52))
(1, (65, 48, 38))
(1, (99, 71, 47))
(2, (103, 80, 49))
(1, (118, 96, 55))
(1, (114, 96, 60))
(1, (117, 103, 58))
(1, (111, 103, 57))
(1, (114, 101, 57))
(1, (93, 81, 59))
(1, (84, 66, 56))
(1, (78, 65, 56))
(2, (84, 65, 59))
(1, (82, 65, 58))
(3, (90, 71, 65))
(2, (89, 70, 66))
(1, (83, 64, 58))
(1, (76, 68, 57))
(3, (85, 70, 63))
(6, (100, 80, 71))
(1, (99, 80, 73))
(1, (101, 87, 76))
(1, (95, 81, 70))
(2, (102, 85, 75))
(4, (101, 87, 76))
(7, (101, 87, 76))
(4, (101, 87, 76))
(2, (107, 93, 82))
(1, (110, 93, 83))
(1, (101, 87, 76))
(1, (107, 95, 83))
(2, (112, 102, 90))
(2, (115, 101, 90))
(2, (103, 80, 72))
(1, (89, 70, 55))
(1, (82, 64, 52))
(1, (98, 85, 79))
(1, (126, 118, 116))
(4, (147, 145, 146))
(1, (150, 152, 151))
(1, (143, 144, 139))
(5, (135, 128, 122))
(2, (139, 114, 107))
(2, (151, 113, 110))
(3, (151, 113, 112))
(3, (147, 114, 109))
(1, (143, 114, 106))
(1, (185, 162, 154))
(2, (194, 177, 169))
(5, (205, 192, 184))
(1, (205, 192, 186))
(4, (200, 191, 184))
(2, (186, 179, 171))
(2, (192, 185, 177))
(1, (186, 179, 171))
(1, (190, 183, 175))
(5, (196, 187, 180))
(8, (197, 184, 176))
(1, (178, 163, 156))
(3, (163, 144, 137))
(1, (149, 120, 112))
(3, (138, 101, 93))
(1, (147, 118, 112))
(1, (151, 120, 115))
(5, (148, 120, 117))
(1, (145, 113, 114))
(3, (147, 113, 111))
(1, (145, 114, 111))
(3, (146, 113, 104))
(1, (150, 113, 107))
(2, (150, 113, 107))
(1, (158, 115, 109))
(2, (151, 113, 104))
(1, (154, 114, 112))
(1, (152, 113, 108))
(1, (145, 104, 98))
(1, (147, 98, 93))
(1, (159, 113, 87))
(1, (166, 128, 91))
(1, (164, 144, 93))
(1, (159, 141, 91))
(2, (146, 129, 83))
(4, (139, 117, 76))
(1, (131, 112, 72))
(1, (126, 103, 72))
(1, (125, 95, 85))
(2, (110, 87, 79))
(1, (116, 87, 81))
(1, (103, 80, 74))
(2, (108, 85, 77))
(1, (106, 79, 72))
(1, (124, 82, 68))
(1, (126, 87, 72))
(1, (118, 96, 57))
(1, (130, 112, 66))
(1, (129, 112, 69))
(1, (137, 112, 81))
(2, (138, 112, 77))
(1, (127, 101, 84))
(1, (122, 103, 97))
(2, (139, 120, 116))
(1, (134, 112, 114))
(2, (150, 129, 126))
(1, (135, 113, 99))
(1, (133, 112, 91))
(1, (143, 128, 105))
(1, (128, 112, 79))
(2, (133, 112, 81))
(1, (138, 114, 80))
(1, (145, 120, 89))
(2, (141, 114, 87))
(1, (133, 101, 80))
(2, (127, 98, 82))
(1, (124, 98, 83))
(1, (112, 87, 82))
(2, (101, 78, 72))
(1, (103, 80, 74))
(2, (99, 80, 73))
(2, (103, 80, 72))
(4, (113, 96, 78))
(1, (118, 96, 72))
(1, (102, 80, 66))
(1, (102, 80, 66))
(1, (92, 65, 56))
(1, (100, 71, 65))
(1, (110, 81, 77))
(3, (108, 79, 73))
(1, (113, 86, 77))
(4, (113, 80, 73))
(3, (118, 85, 78))
(1, (120, 87, 78))
(1, (120, 87, 82))
(1, (124, 87, 81))
(1, (124, 87, 78))
(2, (124, 87, 79))
(2, (114, 80, 71))
(2, (114, 80, 70))
(1, (123, 87, 75))
(2, (119, 87, 76))
(1, (108, 79, 71))
(1, (102, 64, 61))
(1, (103, 64, 59))
(4, (101, 64, 55))
(1, (101, 64, 58))
(1, (118, 80, 71))
(1, (112, 80, 69))
(1, (147, 113, 101))
(2, (136, 114, 103))
(1, (134, 112, 101))
(1, (105, 82, 74))
(1, (100, 80, 69))
(1, (112, 87, 82))
(2, (126, 97, 91))
(1, (126, 101, 96))
(1, (126, 103, 95))
(1, (121, 103, 93))
(3, (114, 96, 84))
(1, (114, 96, 86))
(1, (125, 103, 92))
(2, (142, 128, 119))
(2, (167, 147, 140))
(1, (182, 163, 157))
(2, (182, 163, 156))
(1, (173, 153, 142))
(2, (167, 144, 138))
(1, (154, 129, 125))
(1, (111, 86, 82))
(1, (136, 111, 106))
(1, (130, 112, 102))
(3, (140, 112, 108))
(1, (115, 80, 78))
(5, (133, 99, 97))
(1, (117, 84, 75))
(8, (113, 80, 73))
(1, (113, 80, 75))
(1, (116, 85, 83))
(1, (112, 85, 78))
(2, (112, 87, 80))
(2, (102, 71, 68))
(1, (100, 71, 67))
(2, (104, 71, 64))
(2, (101, 64, 58))
(3, (97, 64, 57))
(10, (96, 63, 56))
(1, (99, 64, 58))
(1, (117, 80, 74))
(1, (110, 71, 66))
(1, (107, 68, 61))
(3, (104, 63, 61))
(2, (103, 64, 57))
(7, (108, 63, 58))
(2, (113, 65, 61))
(1, (111, 63, 59))
(1, (102, 55, 47))
(2, (102, 55, 47))
(1, (102, 55, 49))
(1, (108, 63, 60))
(1, (103, 64, 59))
(4, (102, 61, 57))
(1, (103, 64, 57))
(1, (100, 64, 48))
(1, (109, 87, 64))
(1, (112, 85, 64))
(2, (109, 91, 67))
(2, (91, 81, 54))
(2, (81, 80, 52))
(2, (82, 89, 47))
(1, (91, 97, 53))
(1, (114, 119, 78))
(1, (189, 179, 167))
(1, (191, 179, 163))
(2, (195, 184, 164))
(1, (188, 178, 151))
(1, (162, 144, 104))
(1, (178, 159, 119))
(1, (186, 162, 126))
(3, (186, 162, 128))
(1, (186, 163, 129))
(2, (181, 157, 123))
(2, (173, 147, 114))
(1, (180, 153, 123))
(4, (180, 151, 121))
(3, (178, 152, 127))
(2, (183, 157, 140))
(1, (187, 159, 145))
(1, (187, 159, 145))
(1, (178, 147, 126))
(3, (177, 147, 123))
(5, (170, 144, 121))
(6, (158, 130, 108))
(1, (160, 133, 114))
(1, (147, 120, 103))
(1, (143, 114, 98))
(1, (144, 115, 99))
(2, (130, 97, 82))
(4, (128, 96, 83))
(3, (128, 99, 85))
(1, (127, 98, 84))
(1, (135, 101, 89))
(2, (142, 104, 93))
(3, (132, 96, 84))
(4, (118, 80, 69))
(3, (114, 80, 68))
(5, (119, 87, 74))
(4, (128, 96, 85))
(1, (128, 96, 85))
(1, (122, 95, 86))
(1, (112, 84, 73))
(1, (104, 71, 62))
(2, (115, 87, 75))
(1, (164, 147, 139))
(1, (173, 160, 152))
(1, (193, 192, 188))
(18, (199, 199, 197))
(8, (203, 203, 203))
(6, (203, 203, 203))
(2, (199, 199, 197))
(2, (178, 179, 173))
(1, (177, 178, 173))
(2, (161, 144, 137))
(1, (110, 87, 71))
(2, (110, 81, 63))
(1, (118, 85, 68))
(4, (120, 87, 68))
(1, (118, 87, 69))
(2, (124, 93, 73))
(1, (129, 99, 75))
(1, (128, 96, 73))
(1, (148, 113, 93))
(2, (155, 114, 96))
(1, (139, 97, 81))
(2, (132, 96, 82))
(4, (101, 69, 56))
(1, (93, 65, 51))
(1, (96, 66, 55))
(3, (112, 80, 67))
(2, (120, 87, 70))
(1, (115, 80, 60))
(1, (111, 70, 52))
(1, (82, 48, 36))
(1, (57, 32, 27))
(3, (50, 32, 22))
(2, (62, 35, 26))
(1, (66, 39, 30))
(1, (74, 49, 42))
(1, (97, 80, 73))
(1, (124, 103, 98))
(1, (159, 129, 127))
(1, (161, 131, 129))
(3, (163, 148, 141))
(2, (168, 155, 147))
(4, (168, 155, 147))
(3, (166, 153, 145))
(5, (164, 153, 147))
(2, (167, 156, 154))
(2, (171, 161, 160))
(1, (165, 160, 156))
(5, (166, 163, 158))
(3, (166, 163, 158))
(1, (168, 160, 157))
(2, (160, 155, 151))
(3, (150, 145, 141))
(1, (141, 130, 124))
(1, (153, 129, 127))
(1, (154, 129, 124))
(1, (162, 131, 129))
(5, (167, 139, 136))
(4, (167, 137, 135))
(1, (162, 131, 129))
(1, (162, 131, 128))
(3, (164, 137, 130))
(5, (164, 137, 128))
(1, (168, 141, 130))
(2, (171, 145, 132))
(2, (172, 144, 130))
(1, (171, 144, 133))
(1, (166, 144, 133))
(5, (163, 148, 141))
(1, (165, 160, 154))
(3, (168, 160, 158))
(3, (178, 171, 165))
(3, (184, 177, 171))
(1, (184, 179, 173))
(3, (192, 185, 179))
(15, (194, 185, 178))
(2, (198, 189, 182))
(3, (200, 189, 185))
(15, (200, 189, 185))
(4, (182, 178, 177))
(1, (178, 178, 180))
(2, (184, 183, 188))
(14, (184, 185, 189))
(5, (180, 179, 184))
(1, (180, 179, 184))
(2, (175, 175, 177))
(1, (177, 177, 179))
(5, (183, 181, 184))
(16, (185, 183, 186))
(1, (167, 163, 164))
(1, (146, 145, 140))
(1, (137, 128, 119))
(1, (127, 117, 107))
(1, (83, 81, 69))
(1, (69, 65, 54))
(1, (90, 81, 74))
(4, (91, 84, 74))
(1, (97, 87, 77))
(2, (94, 86, 75))
(1, (86, 80, 68))
(3, (70, 64, 52))
(1, (70, 64, 50))
(2, (64, 54, 44))
(5, (67, 59, 48))
(1, (44, 35, 26))
(4, (35, 32, 25))
(1, (40, 35, 29))
(1, (59, 51, 40))
(4, (73, 65, 54))
(1, (83, 73, 61))
(2, (87, 80, 70))
(1, (100, 96, 84))
(8, (100, 96, 85))
(1, (107, 103, 94))
(2, (117, 111, 97))
(4, (119, 113, 99))
(3, (118, 112, 98))
(4, (125, 119, 103))
(5, (127, 119, 106))
(1, (135, 129, 115))
(5, (135, 129, 115))
(1, (143, 137, 121))
(1, (149, 143, 127))
(1, (151, 145, 129))
(3, (142, 136, 122))
(1, (138, 130, 119))
(2, (136, 128, 115))
(2, (140, 136, 124))
(2, (136, 128, 117))
(1, (134, 128, 116))
(1, (125, 119, 107))
(1, (136, 129, 119))
(1, (132, 128, 116))
(1, (138, 128, 116))
(1, (131, 117, 91))
(1, (129, 113, 88))
(1, (128, 113, 84))
(1, (132, 115, 87))
(1, (128, 113, 82))
(2, (126, 113, 81))
(1, (128, 113, 82))
(1, (127, 116, 84))
(1, (127, 118, 85))
(1, (141, 127, 101))
(1, (139, 128, 98))
(4, (137, 128, 99))
(3, (127, 118, 87))
(2, (124, 119, 87))
(3, (116, 101, 68))
(3, (115, 96, 63))
(1, (115, 97, 61))
(1, (112, 93, 60))
(2, (107, 87, 54))
(1, (106, 87, 55))
(1, (106, 87, 55))
(3, (105, 98, 70))
(5, (100, 96, 71))
(3, (101, 95, 69))
(3, (93, 89, 62))
(3, (93, 87, 63))
(2, (99, 95, 70))
(7, (96, 96, 70))
(1, (96, 96, 72))
(4, (100, 102, 78))
(3, (98, 98, 74))
(3, (100, 102, 78))
(2, (99, 103, 78))
(1, (102, 107, 84))
(1, (95, 103, 80))
(1, (98, 112, 89))
(4, (98, 112, 89))
(1, (106, 118, 96))
(1, (106, 119, 99))
(5, (112, 127, 108))
(3, (110, 127, 108))
(4, (116, 129, 111))
(1, (117, 128, 111))
(1, (119, 128, 109))
(1, (115, 128, 110))
(2, (115, 127, 107))
(1, (113, 128, 109))
(4, (108, 125, 107))
(2, (110, 127, 109))
(1, (117, 131, 114))
(1, (117, 132, 113))
(2, (116, 133, 115))
(3, (115, 129, 114))
(1, (112, 129, 113))
(5, (109, 127, 111))
(1, (107, 135, 123))
(1, (124, 150, 141))
(2, (193, 203, 213))
(2, (193, 203, 215))
(1, (73, 49, 37))
(1, (50, 37, 29))
(1, (50, 32, 30))
(1, (51, 32, 25))
(1, (65, 49, 33))
(1, (49, 34, 29))
(1, (49, 32, 22))
(1, (80, 64, 41))
(1, (95, 70, 40))
(1, (114, 96, 58))
(1, (111, 87, 51))
(1, (71, 64, 36))
(1, (73, 65, 42))
(1, (83, 64, 47))
(2, (83, 64, 47))
(1, (85, 64, 47))
(1, (83, 64, 50))
(1, (93, 73, 64))
(2, (99, 80, 73))
(1, (99, 80, 74))
(1, (94, 86, 75))
(2, (116, 103, 86))
(1, (102, 96, 60))
(2, (116, 112, 65))
(2, (129, 128, 72))
(1, (132, 132, 82))
(1, (132, 128, 90))
(1, (135, 128, 99))
(1, (139, 127, 115))
(1, (141, 125, 102))
(1, (128, 112, 86))
(1, (118, 103, 80))
(1, (105, 95, 59))
(1, (111, 102, 61))
(1, (80, 65, 44))
(1, (58, 48, 38))
(1, (59, 48, 42))
(1, (61, 50, 44))
(1, (73, 55, 41))
(1, (80, 64, 48))
(1, (89, 70, 53))
(1, (98, 80, 58))
(2, (98, 80, 58))
(1, (102, 80, 56))
(2, (83, 64, 49))
(2, (65, 48, 40))
(1, (64, 48, 35))
(1, (82, 64, 42))
(1, (82, 64, 40))
(1, (95, 81, 46))
(1, (101, 87, 52))
(1, (95, 81, 52))
(1, (94, 81, 49))
(1, (82, 64, 50))
(1, (77, 60, 53))
(3, (78, 65, 59))
(1, (83, 64, 60))
(4, (89, 70, 64))
(1, (98, 81, 74))
(1, (98, 81, 74))
(1, (87, 70, 62))
(1, (85, 70, 63))
(1, (99, 79, 70))
(3, (104, 86, 76))
(2, (108, 91, 81))
(4, (106, 89, 79))
(10, (101, 87, 76))
(2, (93, 81, 69))
(2, (95, 81, 70))
(2, (107, 93, 82))
(3, (108, 91, 81))
(1, (110, 93, 83))
(7, (105, 91, 80))
(2, (101, 87, 76))
(1, (112, 100, 88))
(4, (111, 101, 89))
(1, (117, 103, 90))
(1, (115, 101, 90))
(2, (96, 80, 67))
(1, (86, 68, 56))
(2, (94, 81, 75))
(2, (135, 129, 131))
(2, (145, 145, 147))
(2, (148, 146, 147))
(3, (145, 145, 145))
(2, (139, 130, 125))
(1, (133, 112, 107))
(2, (135, 104, 102))
(1, (142, 109, 104))
(2, (144, 111, 106))
(1, (142, 112, 104))
(1, (159, 130, 122))
(2, (191, 178, 169))
(8, (197, 186, 180))
(2, (200, 189, 183))
(4, (192, 183, 176))
(2, (196, 187, 180))
(4, (198, 187, 181))
(2, (200, 189, 183))
(6, (200, 191, 184))
(2, (202, 193, 186))
(1, (202, 193, 186))
(1, (180, 163, 156))
(1, (166, 146, 139))
